v1;v2
normal;Una de las alegrías de la vida es despertarse cada día pensando que en algún lugar a alguien le importa lo suficiente como para enviarle un cálido saludo matutino.
normal;No recibí la segunda mitad de ese mensaje.
normal;¿A qué hora quieres verme más tarde?
normal;Te agradezco muchísimo todo lo que haces con desinterés. Te amo mucho.
normal;Estoy en la película, te llamaré más tarde.
normal;¿Cómo te atreves a cambiar mi anillo?
normal;Eres una chica muy, muy, muy mala. O señora.
normal;Yo también te amo, pero intenta presupuestar mejor tu dinero, cariño. Gary se asustaría conmigo si lo supiera.
normal;"¿Qué parte de \no inicies\""no entiendes"""
normal;Ya terminé mi almuerzo. ¿Ya te despiertas?
normal;¿Sigues en el juego?
normal;Tienes talento pero lo estás desperdiciando.
normal;¿Cuál es tu récord para una noche? :)
normal;Además señor, le envié un correo electrónico sobre cómo iniciar sesión en el portal de pagos de USC. Te enviaré otro mensaje que debería explicarte cómo están las cosas en casa. Ten un excelente fin de semana.
normal; Me avisarás porque ese día vuelve de vacaciones. está viniendo. No me envíes un mensaje de texto a mi número.
normal;Jokin sólo lar... :-) depende de qué teléfono pueda conseguir mi padre lor...
normal;Bien, déjame saber qué pasa.
normal;"Prepárate para &lt;#&gt; centímetros de placer..."
normal;Raji... por favor, hazme un favor. Por favor, transmítale mis deseos de cumpleaños a Nimya. Por favor. Hoy es su cumpleaños.
normal;";-) OK. Me siento como john lennon."
normal;Porque Darren dice Ì_ considerando a mah, así que pregunto Ì_...
normal;No me estás molestando pero tienes que confiar en mis respuestas. Por favor.
normal;"Deseándole a usted y a su familia Feliz \X\"" mas y FELIZ AÑO NUEVO de antemano.."""
normal;Un día un cangrejo corría por la orilla del mar. Las olas vinieron y borraron las huellas del cangrejo. Cangrejo preguntó: ¿eres mi amigo y estás limpiando mis hermosas huellas? Waves respondió: ¡Un zorro estaba siguiendo tus huellas para atraparte! Eso es lo que ya lo has aclarado :) La amistad nunca te deja caer :-) GUD nyt..
normal;¿A qué hora quieres que suba?
normal;¡Esclavaaaave! Dónde estás ? ¿Debo llamarte a mí todo el tiempo ahora? ¿Ya no deseas venir a mí por tu cuenta?
normal;Su factura a las 3 es 33,65 £, ¡así que no está mal!
normal;Déjame saber cómo cambia en las próximas 6 horas. Incluso puede ser apéndice pero estás fuera de ese rango de edad. Sin embargo, no es imposible. Así que relájate y avísame en 6 horas.
normal;Hola, sí, acabo de salir del baño y necesito peinarme, así que subiré cuando termine, ¿sí?
normal;Entonces, ¿cómo está el clima allí?
normal; De acuerdo. Aunque no hay mucho que hacer aquí. Viernes de H&M, no puedo esperar. ¡No sé qué diablos voy a hacer durante otras 3 semanas! Conviértete en un vago. ¡Oh, espera, ya lo he hecho!
normal;Muere... Ahora tengo el flequillo otra vez...
normal;Jaja, ellos no saben acerca de mi increíble teléfono. Podría hacer clic en eliminar ahora mismo si quiero.
normal;De acuerdo
normal;"Impresionante pregunta con una linda respuesta: Alguien le preguntó a un niño ""¿cómo es tu vida?"" . . Él sonrió y respondió: . . ""¡Ella está bien!"""
normal;Por favor, deja este tema... perdón por decir eso...
normal;Por favor envíame el nombre correcto da.
normal;¿Qué pasó con nuestra cita?
spam;Cuestionario de televisión de EASTENDERS. ¿Con qué FLOR se compara DOT? D= VIOLETA E= TULIPÁN F= LIRIO texto DE o F al 84025 AHORA 4 posibilidades 2 GANAR £100 en efectivo WKENT/150P16+
normal;¡La página web no está disponible!
normal;"Acabo de despertarme. Sí, es tarde. Pero no me quedé dormido hasta &lt;#&gt; soy :/"
spam;Ya has dado de baja todos los servicios. ¡Consigue toneladas de chicas o tíos sexys directamente en tu teléfono! vaya a http://gotbabes.co.uk. Sin suscripciones.
normal;"Queridos todos, como sabemos &lt;#&gt; Este es el &lt;#&gt; décimo cumpleaños de nuestro amoroso Gopaletan. Ese día planeamos hacer un pequeño obsequio. Los que gusten participar en eso son bienvenidos. Comuníquese con nuestro equipo de administración para obtener más detalles."
normal;K..k...a partir de mañana empezó, ¿ah?
normal;¿De qué estás hablando temprano en la mañana? ¡Es casi mediodía donde estás!
normal;Bien. Me recuerdas.
spam;Hola nena, soy Jordan, ¿cómo estás? Estoy en casa desde el extranjero y solo, envíame un mensaje de texto si quieres chatear xxSP visionsms.com Texto stop to stopCost 150p 08712400603
normal;De acuerdo. ¿Cuantos debo comprar?
normal;Suena bien, mantenme informado.
spam;¡Consigue un teléfono móvil nuevo siendo agente de The Mob! ¡Además, muchas más cosas buenas! Para obtener más información, envíe MAT por mensaje de texto al 87021.
normal;De acuerdo. Entonces abril. No puedo esperar
normal;Chico, será mejor que saques tu trasero de aquí rápido.
normal;¿Quieres reunirte el sábado? ¿Semana el sábado?
normal;Ahora estoy, pero tengo que esperar hasta las 2 para que el autobús me recoja.
normal;¿Aparte del que te hablé ayer?
normal;Vale, señor... ¿Pero comprar qué?
normal;Alguien debería ir a Andros y robar hielo.
normal;No lo sé. No le envié mensajes recientemente.
normal;Llévanos de compras y Mark distraerá a Isaías.=D
normal;Mamá, espero que estés teniendo un gran día. Esperando que este texto te encuentre bien y lleno de vida. Qué tengas un lindo día. abiola
normal;No tengo sentido en mi pie ni en mi pene.
normal;Está bien, pero pensé que eras el experto.
normal;*suspiro profundo* ... Te extraño :-( ... Estoy realmente sorprendido de que aún no hayas ido al cibercafé para encontrarme ... ¿No me extrañas?
normal;Ss:) Creo que el papel es como el de Sachin. Simplemente de pie. Otros tienen que golpear.
normal;Que tengas un buen viaje a la India. Y trae la luz a todos, no solo al proyecto sino a todos los que tienen la suerte de verte sonreír. Adiós. abiola
normal;Y muy importante, todo lo que discutimos es entre tú y yo únicamente.
normal;K..k:)¿Qué tal tu proceso de formación?
normal;Vale, señor. Necesito 2 ir a un payoh 4 un tiempo 2 regresar algo, ¿quieres 2 enviarme allí o qué?
normal; En el aparcamiento
normal;Ojalá estuviera contigo. Abrazándote fuerte. Haciéndote ver lo importante que eres. Cuánto significas para mí... Cuánto te necesito... En mi vida...
normal;Entonces le pregunté cómo está anthony. Papá. y tu novio
normal;'¡Cuando quiero enamorarme de mis libros, mi cama se enamora de mí...!''. Yen madodu, nav pretsorginta, nammanna pretsovru importante siempre....!!:) Dios míoB-).
normal;Qué hoy domingo... el domingo es feriado... así que no hay trabajo...
normal;Me voy a bañar y pondré la llave en la ventana :-)
spam;EL SEÑOR DE LOS ANILLOS: EL REGRESO DEL REY en la tienda AHORA! RESPONDER LOTR antes del 2 4 de junio Oportunidad 2 GANAR CD de la banda sonora de LOTR StdTxtRate. Responde STOP para finalizar los mensajes de texto
normal;Querida, cuídate. Recién estoy llegando a casa. Te amo mucho.
normal;staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
normal;¿Has emigrado o algo así? Ok, tal vez las 5.30 eran un poco esperanzadoras...
normal;Olol, imprimí una publicación en el foro de un tipo con exactamente el mismo problema que se solucionó con un reemplazo de gpu. Ojalá no lo ignoren.
normal;"Caminamos de mis mamás. Gire a la derecha en stagwood, pase a la derecha en winterstone, a la izquierda en victors hill. La dirección es &lt;#&gt;"
normal;¿Estás en JP y tienes hambre como un idiota?
normal;Todo esto es espeluznante y loco para mí.
normal;Ok... no recibo tu mensaje...
normal;Tessy... por favor, hazme un favor. Por favor, transmítale mis deseos de cumpleaños a Nimya... Por favor, no lo olvide. Hoy es su cumpleaños Shijas.
normal;Pathaya enketa maraikara pa'
normal;Incluso si es mi amigo, es sacerdote, llámalo ahora.
normal;Eres tan pésimo, ya corres y regresas medio muerto... Hee...
normal;Eso es lo que dijiste, es malo que todas las chicas te conozcan... ¿Qué estás haciendo ahora?
normal;O recuérdamelo en unas horas.
normal;"Esperaba no tener que enviarte este mensaje. Mi alquiler está vencido y no tengo suficiente para ello. Mis reservas se han agotado por completo. Es un préstamo que necesito y esperaba que pudieras conseguirlo. El saldo es &lt;#&gt; . ¿Hay alguna manera de conseguirlo hasta mediados de marzo, cuando espero devolver el dinero?"
normal;Hola. Feliz año nuevo. No es mi intención entrometerme, pero ¿podría decirme cuánto pagó la matrícula el semestre pasado y cuánto es este semestre? Gracias
normal;Hola cariño, ¿cómo estás? Está aquí por cierto. Estoy bien. Hasta ahora he tenido 2 citas con ese chico que conocí en el paseo. Tenemos que encontrarnos pronto. ¿Cómo están todos los demás?
normal;"Jajaja, iba a hacerlo el mes pasado. Cobré algo pero dejé &lt;#&gt; por si acaso. Fui coleccionando más durante la semana porque lo anunciaron en el blog."
spam;¡Buena suerte! El sorteo se realizará el 28 de febrero de 2006. ¡Buena suerte! Para eliminación envíe STOP al 87239 atención al cliente 08708034412
normal; Corto pero lindo: \ Sé una buena persona.
normal;Simplemente aún no he decidido dónde, ¿eh?
normal;Wat tiempo liao, donde todavía tengo.
normal;Sí, viendo fútbol, pero me preocupa que lo arruinemos: ¿Phil Neville?
normal;Espero 4 Ì_ dentro del parking...
normal;¡Tío Abadía! Feliz año nuevo. abiola
normal;Ahora soy libre llámame pa.
normal;¿Estás diciendo que debería volver a pedir las zapatillas porque tuve que pagar por devolverlas?
normal;¡Deja de conocerme tan bien!
normal;¡Buenas noches! Esto es entendido. ¿Cómo estás?
normal;Pequeño problema en la subasta :)punj ahora pregunta a tiwary
spam;Entrada gratuita a 2 competiciones semanales para tener la oportunidad de ganar un iPod. Envíe un mensaje de texto POD al 80182 para obtener la entrada (tasa de texto estándar). Se aplican términos y condiciones al 08452810073 para obtener más detalles 18+
normal;Él dice que no se lo diga a nadie. Si es así, trátame hola hola
normal;Mis tíos en Atlanta. Les deseo a todos un excelente semestre.
spam;¡Primera semana GRATIS! Gr8 tonos str8 2 u cada semana. Envía NOKIA ON al 8007 para tonos Nokia clásicos o HIT ON al 8007 para Polys. Nokia/150p Poli/200p 16+
normal;¿Vienes a elegirme?
normal;Eso es genial. Me gustaron tus fotos. ¡Eres muy sexy!
normal;¿Podrías creerlo? No sabían que tenía el jueves reservado con anticipación, ¡así que me cancelaron OTRA VEZ! eso necesita ser despedido
normal;Jaja, más vale tarde que nunca, ¿alguna forma podría pasar?
normal;De acuerdo. Pero termino a las 6.
spam;LookAtMe!: ¡Gracias por comprar un videoclip de LookAtMe!, se te ha cobrado 35p. ¿Crees poder hacerlo mejor? ¿Por qué no enviar un vídeo en un MMS al 32323?
normal;¡Me han excluido de por vida de todas las tiendas B y Q! ¿Este imbécil con monos naranjas se me acercó y me preguntó si quería terrazas? ¡¡Así que recibí el primer golpe!!
normal;Entonces no hay mensajes. ¿Tenía comida?
normal;Bueno, vamos a dormir. Espero poder conocerla.
normal;Lo que hace que algunas personas sean más queridas no es sólo la felicidad que sientes cuando las conoces, sino también el dolor que sientes cuando las extrañas.
normal;¿Puedes darme detalles sobre el viernes cuando te enteres porque no estoy en Tom ni en el viernes? chino mencionado. Gracias
normal;Tienes razón, ahora que lo pienso
normal;¿Que estas haciendo?
normal;¿Se acabó tu conferencia?
spam;sexy sexy cum y envíame un mensaje de texto, estoy mojada, cálida y lista para algo de porno. ¿Estás dispuesto a divertirte? ESTE MENSAJE ES GRATUITO GRABAR MENSAJES 150P INC IVA 2 CANCELAR TEXTO DETENER
normal;Lugar del cliente te llamaré
normal;Aún no está planeado :) Me uniré a la empresa solo el 5 de enero. No sé qué pasará después de eso.
normal;"Chico; Te amo Grl: Hogolo Chico: cadena de oro kodstini Grl: Agalla Chico: collar madstini Grl: agalla Chico: Hogli 1 mutai eerulli kodthini! Grl: Me encanta U kano ;-)"
normal;Jaja, escuché eso, envíame un mensaje de texto cuando estés cerca.
normal;Iré mañana y te lo enviaré.
normal;\ MIERDA BEBÉ.. ESO ES UN POCO ERROR. YEH
normal;¡Oh, eso es tarde! Bueno, que tengas buenas noches y te llamaré mañana. ahora me voy a dormir noche noche
normal;"\¡CHEERS U TEX PORQUE ESTABAS ABORDADO! SÍ OKDEN HUNNY R UIN WK SAT? SOUNDåÕS COMO TU HAVIN GR8FUN J! MANTÉN ACTUALIZADO CONTANDO LOTES DE LOVEME XXXXX.\"""""
normal;Lo siento, en la reunión te llamo más tarde.
normal;¡Oye! ¿Cómo estás? Las chicas nunca llamaban a la India. l
normal;Sí, pero ¿qué es peor para mí?
spam;Chat duro LIVE 121 a solo 60p/min. Elige a tu chica y conéctate EN VIVO. Llama ahora al 09094646899! El servicio en vivo más grande de Cheap Chat UK. VU BCM1896WC1N3XX
normal;Etiqueté a MIS amigos que parecían contar como TUS amigos.
spam;Hace tiempo que no sé nada de U4. Llame a 4 línea privada de chat grosero 01223585334 para correrse. Wan 2C fotos mías follándome y luego envía un mensaje de texto con PIX al 8552. 2Finalizar envío STOP 8552 SAM xxx
normal;De acuerdo...
normal;Largo tiempo. Te acuerdas de mí hoy.
normal;No he comprado ahora hasta que llegue solo.
normal;Gracias. ES MEJOR QUE FUNCIONE PORQUE DE OTRA MANERA ME SENTIRÉ USADO
normal;¿Estás preparado para el reto? Sé quien soy :)
normal;¿Cuánto costó la carcasa de tu disco duro?
normal;¡Misterio resuelto! ¡Acabo de abrir mi correo electrónico y me envió otro lote! ¿No es un cariño?
normal;No puedo describir la suerte que tienes de que esté despierto al mediodía.
spam;Esta es la segunda vez que intentamos contactar con usted. Has ganado el premio de £ 1450 para reclamarlo, simplemente llama al 09053750005 b4 310303. Términos y condiciones/parada de SMS 08718725756. 140 ppm
normal;HOY es el día de lo siento.! ¿Si alguna vez me enojé contigo, si alguna vez me porté mal o te lastimé? Por favor, por favor, SÓLO UNA BOFETA porque es culpa tuya, básicamente soy BUENO.
normal;Saludos por la tarjeta... ¿Ya es esa época del año?
spam;HOT LIVE FANTASIES llame ahora al 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k
normal;Cuando la gente ve mis mensajes, piensan que soy adicto a los mensajes... ¡¡Se equivocan porque no saben que soy adicto a mis dulces amigos...!! BSLVYL
normal;Uf, con suerte, las personas de Asus no reformatean al azar.
normal;No has visto mi facebook, ¿eh? ¡Jajaja!
normal;Mah b, lo recogeré mañana.
normal;Todavía fuera de le... vienes mañana maga...
normal;¿Todavía tienes cinta de fontanero y una llave que podamos prestarnos?
spam;Estimado titular del cupón: Para reclamar la oferta de esta semana, desde su PC, visite http://www.e-tlp.co.uk/reward. Se aplican los términos y condiciones.
normal;Se vuelve más difícil.
spam;¡VAS A 2 BAHAMAS! Llame a FREEFONE 08081560665 y hable con un operador en vivo para reclamar cualquiera de los cruceros por las Bahamas por £ 2000 EN EFECTIVO solo para mayores de 18 años. Para optar por no participar, envíe un mensaje de texto X al 07786200117
normal;Todavía no he esperado como siempre... ¿Volveré sch oredi?
